"disease"	"codetype"	"diag_code"	"readcode"	"description"	"comment"
"799"	"Heart block"	"Aurum"	"933011000006117"	"7937z98"	"Cardiac pacemaker NOS"	""
"800"	"Heart block"	"Aurum"	"987861000006110"	"7936699"	"Permanent cardiac pacemaker"	""
"801"	"Heart block"	"Gold"	"100234"	"329B.00"	"ECG: trifascicular block"	""
"802"	"Heart block"	"Gold"	"101485"	"G56y600"	"Pacemaker twiddler's syndrome"	""
"803"	"Heart block"	"Gold"	"102330"	"3297.11"	"Electrocardiogram: Mobitz type 1 second degree AV block"	""
"804"	"Heart block"	"Gold"	"102553"	"329H.00"	"Electrocardiogram: Mobitz type 2 second degree AV block"	""
"805"	"Heart block"	"Gold"	"103752"	"G561311"	"Mobitz type 1 second degree atrioventricular block"	""
"806"	"Heart block"	"Gold"	"106049"	"Gyu5U00"	"[X]Other and unspecified atrioventricular block"	""
"807"	"Heart block"	"Gold"	"10712"	"G565400"	"Trifascicular block"	""
"808"	"Heart block"	"Gold"	"10922"	"G561200"	"Mobitz type II atrioventricular block"	""
"809"	"Heart block"	"Gold"	"11063"	"7936.11"	"Introduction of intravenous cardiac pacemaker system"	""
"810"	"Heart block"	"Gold"	"13854"	"329..00"	"ECG: heart block"	""
"811"	"Heart block"	"Gold"	"16788"	"7937.00"	"Other cardiac pacemaker system"	""
"812"	"Heart block"	"Gold"	"18113"	"7.94E+03"	"Implantation of intravenous dual chamber permanent pacemaker"	""
"813"	"Heart block"	"Gold"	"18437"	"G566000"	"Sinoatrial block"	""
"814"	"Heart block"	"Gold"	"18955"	"SP00100"	"Mechanical complication of cardiac pacemaker"	""
"815"	"Heart block"	"Gold"	"24377"	"G560.11"	"Third degree atrioventricular block"	""
"816"	"Heart block"	"Gold"	"24482"	"7937z00"	"Other cardiac pacemaker system NOS"	""
"817"	"Heart block"	"Gold"	"26971"	"3294.00"	"ECG:partial A-V block-long P-R"	""
"818"	"Heart block"	"Gold"	"26976"	"329Z.00"	"ECG: heart block NOS"	""
"819"	"Heart block"	"Gold"	"27375"	"G561z00"	"Atrioventricular block NOS"	""
"820"	"Heart block"	"Gold"	"27928"	"G561300"	"Mobitz type I (Wenckebach) atrioventricular block"	""
"821"	"Heart block"	"Gold"	"2841"	"7936000"	"Implantation of intravenous cardiac pacemaker system"	""
"822"	"Heart block"	"Gold"	"33012"	"7936500"	"Implantation of emergency intravenous cardiac pacemaker"	""
"823"	"Heart block"	"Gold"	"33924"	"7937200"	"Maintenance of battery of cardiac pacemaker system NEC"	""
"824"	"Heart block"	"Gold"	"35773"	"3293.00"	"ECG:complete sinu-atrial block"	""
"825"	"Heart block"	"Gold"	"3603"	"G561.00"	"Partial atrioventricular block"	""
"826"	"Heart block"	"Gold"	"36629"	"G561400"	"Second degree atrioventricular block"	""
"827"	"Heart block"	"Gold"	"37792"	"7936F00"	"Renewal of intravenous cardiac pacemaker system"	""
"828"	"Heart block"	"Gold"	"37925"	"7936300"	"Maintenance of intravenous cardiac pacemaker system NEC"	""
"829"	"Heart block"	"Gold"	"38023"	"7936B00"	"Implantation simple one wire intravenous cardiac pacemaker"	""
"830"	"Heart block"	"Gold"	"38081"	"7936700"	"Implantation of intravenous fixed-rate cardiac pacemaker"	""
"831"	"Heart block"	"Gold"	"3810"	"G560.00"	"Complete atrioventricular block"	""
"832"	"Heart block"	"Gold"	"39843"	"G566.00"	"Other heart block"	""
"833"	"Heart block"	"Gold"	"40118"	"3295.00"	"ECG: partial A-V block - 2:1"	""
"834"	"Heart block"	"Gold"	"40175"	"3298.00"	"ECG: complete A-V block"	""
"835"	"Heart block"	"Gold"	"41710"	"7936511"	"Implantation of temporary intravenous cardiac pacemaker"	""
"836"	"Heart block"	"Gold"	"42011"	"7937100"	"Resiting of lead of cardiac pacemaker system NEC"	""
"837"	"Heart block"	"Gold"	"42141"	"7936y00"	"Other specified cardiac pacemaker system introduced via vein"	""
"838"	"Heart block"	"Gold"	"42261"	"7937y00"	"Other specified other cardiac pacemaker system"	""
"839"	"Heart block"	"Gold"	"42488"	"7936z00"	"Cardiac pacemaker system introduced via vein NOS"	""
"840"	"Heart block"	"Gold"	"4327"	"TB01000"	"Implant of cardiac pacemaker with complication, no blame"	""
"841"	"Heart block"	"Gold"	"43860"	"7936900"	"Implantation of intravenous atrial overdrive pacemaker"	""
"842"	"Heart block"	"Gold"	"4549"	"G56..12"	"Heart block"	""
"843"	"Heart block"	"Gold"	"46178"	"G566z00"	"Other heart block NOS"	""
"844"	"Heart block"	"Gold"	"51262"	"7P19.00"	"Pacemaker testing"	""
"845"	"Heart block"	"Gold"	"51474"	"7936200"	"Maintenance of battery of intravenous cardiac pacemaker syst"	""
"846"	"Heart block"	"Gold"	"52348"	"7936100"	"Resiting of lead of intravenous pacemaker system"	""
"847"	"Heart block"	"Gold"	"52858"	"7936800"	"Implantation of intravenous triggered cardiac pacemaker"	""
"848"	"Heart block"	"Gold"	"52998"	"3292.00"	"ECG: partial sinu-atrial block"	""
"849"	"Heart block"	"Gold"	"56391"	"7937800"	"Implantation of dual chamber cardiac pacemaker system"	""
"850"	"Heart block"	"Gold"	"58032"	"G561000"	"Atrioventricular block unspecified"	""
"851"	"Heart block"	"Gold"	"5924"	"7936.00"	"Introduction of cardiac pacemaker system via vein"	""
"852"	"Heart block"	"Gold"	"6009"	"7937300"	"Maintenance of cardiac pacemaker system NEC"	""
"853"	"Heart block"	"Gold"	"63887"	"7936D00"	"Implantation complex two wire intravenous cardiac pacemaker"	""
"854"	"Heart block"	"Gold"	"72560"	"7936C00"	"Implantation of complex 1 wire intravenous cardiac pacemaker"	""
"855"	"Heart block"	"Gold"	"8326"	"7936600"	"Implantation of permanent intravenous cardiac pacemaker"	""
"856"	"Heart block"	"Gold"	"83560"	"7936H00"	"Implantat intravenous dual chamber cardiac pacemaker system"	""
"857"	"Heart block"	"Gold"	"86337"	"7P19y00"	"Other specified pacemaker testing"	""
"858"	"Heart block"	"Gold"	"8656"	"7937000"	"Implantation of cardiac pacemaker system NEC"	""
"859"	"Heart block"	"Gold"	"8841"	"9N2b.00"	"Seen by cardiac pacemaker technician"	""
"860"	"Heart block"	"Gold"	"88785"	"7P19z00"	"Pacemaker testing NOS"	""
"861"	"Heart block"	"Gold"	"89038"	"7936G00"	"Implantat intraven single chamber cardiac pacemaker system"	""
"862"	"Heart block"	"Gold"	"89967"	"7937700"	"Implantation of single chamber cardiac pacemaker system"	""
"863"	"Heart block"	"Gold"	"93216"	"3296.00"	"ECG: partial A-V block - 3:1"	""
"864"	"Heart block"	"Gold"	"96979"	"7936K00"	"Implantation of intravenous cardiac pacemaker system NEC"	""
"865"	"Heart block"	"ICD-10"	"I44"	""	"Atrioventricular and left bundle-branch block"	""
"866"	"Heart block"	"ICD-10"	"I44.1"	""	"Atrioventricular block, second degree"	""
"867"	"Heart block"	"ICD-10"	"I44.2"	""	"Atrioventricular block, complete"	""
"868"	"Heart block"	"ICD-10"	"I44.3"	""	"Other and unspecified atrioventricular block"	""
"869"	"Heart block"	"ICD-10"	"I45.5"	""	"Other specified heart block"	""
"870"	"Heart block"	"ICD-9"	"426.0"	""	"426.0 Atrioventricular block, third degree"	""
"871"	"Heart block"	"ICD-9"	"426.12"	""	"426.12 Atrioventricular block, Mobitz II"	""
"872"	"Heart block"	"ICD-9"	"426.13"	""	"426.13 Atrioventricular block, Wenckebach's"	""
"873"	"Heart block"	"ICD-9"	"426.6"	""	"426.6 Sinoatrial heart block"	""
"874"	"Heart block"	"OPCS"	"K60"	""	"Cardiac pacemaker system introduced through vein"	""
"875"	"Heart block"	"OPCS"	"K60.1"	""	"Implantation of intravenous cardiac pacemaker system NEC"	""
"876"	"Heart block"	"OPCS"	"K60.2"	""	"Resiting of lead of intravenous cardiac pacemaker system"	""
"877"	"Heart block"	"OPCS"	"K60.3"	""	"Renewal of intravenous cardiac pacemaker system NEC"	""
"878"	"Heart block"	"OPCS"	"K60.5"	""	"Implantation of intravenous single chamber cardiac pacemaker system"	""
"879"	"Heart block"	"OPCS"	"K60.6"	""	"Implantation of intravenous dual chamber cardiac pacemaker system"	""
"880"	"Heart block"	"OPCS"	"K60.8"	""	"Other specified cardiac pacemaker system introduced through vein"	""
"881"	"Heart block"	"OPCS"	"K60.9"	""	"Unspecified cardiac pacemaker system introduced through vein"	""
"882"	"Heart block"	"OPCS"	"K61"	""	"Other cardiac pacemaker system"	""
"883"	"Heart block"	"OPCS"	"K61.1"	""	"Implantation of cardiac pacemaker system NEC"	""
"884"	"Heart block"	"OPCS"	"K61.2"	""	"Resiting of lead of cardiac pacemaker system NEC"	""
"885"	"Heart block"	"OPCS"	"K61.3"	""	"Renewal of cardiac pacemaker system NEC"	""
"886"	"Heart block"	"OPCS"	"K61.5"	""	"Implantation of single chamber cardiac pacemaker system"	""
"887"	"Heart block"	"OPCS"	"K61.6"	""	"Implantation of dual chamber cardiac pacemaker system"	""
"888"	"Heart block"	"OPCS"	"K61.8"	""	"Other specified other cardiac pacemaker system"	""
"889"	"Heart block"	"OPCS"	"K61.9"	""	"Unspecified other cardiac pacemaker system"	""
"890"	"Heart block"	"OPCS"	"K73"	""	"Other cardiac pacemaker system introduced through vein"	""
"891"	"Heart block"	"OPCS"	"K73.1"	""	"Renewal of intravenous single chamber cardiac pacemaker system"	""
"892"	"Heart block"	"OPCS"	"K73.2"	""	"Renewal of intravenous dual chamber cardiac pacemaker system"	""
"893"	"Heart block"	"OPCS"	"K73.8"	""	"Other specified other cardiac pacemaker system introduced through vein"	""
"894"	"Heart block"	"OPCS"	"K73.9"	""	"Unspecified other cardiac pacemaker system introduced through vein"	""
"895"	"Heart block"	"OPCS"	"K74"	""	"Cardiac pacemaker system"	""
"896"	"Heart block"	"OPCS"	"K74.1"	""	"Renewal of single chamber cardiac pacemaker system NEC"	""
"897"	"Heart block"	"OPCS"	"K74.2"	""	"Renewal of dual chamber cardiac pacemaker system NEC"	""
"898"	"Heart block"	"OPCS"	"K74.8"	""	"Other specified cardiac pacemaker system"	""
"899"	"Heart block"	"OPCS"	"K74.9"	""	"Unspecified cardiac pacemaker system"	""
"900"	"Heart block"	"Aurum"	"60214017"	"G57y300"	"Sick sinus syndrome"	"Code used for sensitivity analyses only"
"901"	"Heart block"	"Gold"	"5576"	"G57y300"	"Sick sinus syndrome"	"Code used for sensitivity analyses only"
"902"	"Heart block"	"ICD-10"	"I49.5"	""	"Sick sinus syndrome"	"Code used for sensitivity analyses only"
"903"	"Heart block"	"ICD-10"	"T82.1"	""	"Mechanical complication of cardiac electronic device"	"Code used for sensitivity analyses only"
"904"	"Heart block"	"ICD-10"	"Z45.0"	""	"Adjustment and management of cardiac devices"	"Code used for sensitivity analyses only"
"905"	"Heart block"	"ICD-10"	"Z95.0"	""	"Presence of electronic cardiac devices"	"Code used for sensitivity analyses only"
"906"	"Heart block"	"ICD-9"	"427.81"	""	"427.81 Sick sinus syndrome"	"Code used for sensitivity analyses only"
"907"	"Heart failure"	"Aurum"	"11904331000006116"	""	"Secondary cardiomyopathy NOS"	""
"908"	"Heart failure"	"Aurum"	"12490061000006118"	""	"Admit heart failure emergency"	""
"909"	"Heart failure"	"Aurum"	"12704221000006116"	""	"Cardiomyopathy associated with another disorder"	""
"910"	"Heart failure"	"Aurum"	"139475013"	"G58..00"	"Heart failure"	""
"911"	"Heart failure"	"Aurum"	"139482012"	"G58..11"	"Cardiac failure"	""
"912"	"Heart failure"	"Aurum"	"141306010"	"G581.00"	"Left ventricular failure"	""
"913"	"Heart failure"	"Aurum"	"142397010"	"G55..00"	"Cardiomyopathy"	""
"914"	"Heart failure"	"Aurum"	"147247018"	"G580100"	"Chronic congestive heart failure"	""
"915"	"Heart failure"	"Aurum"	"1488804017"	"1O1..00"	"Heart failure confirmed"	""
"916"	"Heart failure"	"Aurum"	"150511013"	"G554100"	"Constrictive cardiomyopathy"	""
"917"	"Heart failure"	"Aurum"	"1539381000006117"	""	"Heart failure lifestyle plan commenced"	""
"918"	"Heart failure"	"Aurum"	"1576321000006113"	""	"Cause of Death- Congestive Cardiac Failure"	""
"919"	"Heart failure"	"Aurum"	"1705371000000116"	"G55A.00"	"Tachycardiomyopathy"	""
"920"	"Heart failure"	"Aurum"	"1747691000006119"	""	"Emergency heart failure admission since last appointment"	""
"921"	"Heart failure"	"Aurum"	"1778488011"	"G554000"	"Congestive cardiomyopathy"	""
"922"	"Heart failure"	"Aurum"	"18472010"	"G580000"	"Acute congestive heart failure"	""
"923"	"Heart failure"	"Aurum"	"1991651000006115"	""	"Severe left ventricular systolic dysfunction"	""
"924"	"Heart failure"	"Aurum"	"2227501000000110"	"G583.12"	"Heart failure with preserved ejection fraction"	""
"925"	"Heart failure"	"Aurum"	"223981000000118"	"G58z.12"	"Cardiac failure NOS"	""
"926"	"Heart failure"	"Aurum"	"2352391000000117"	"2JZ..00"	"On optimal heart failure therapy"	""
"927"	"Heart failure"	"Aurum"	"2549208013"	"8H2S.00"	"Admit heart failure emergency"	""
"928"	"Heart failure"	"Aurum"	"2616471011"	"662g.00"	"New York Heart Association Classification - Class II"	""
"929"	"Heart failure"	"Aurum"	"2616472016"	"662h.00"	"New York Heart Association Classification - Class III"	""
"930"	"Heart failure"	"Aurum"	"2616473014"	"662i.00"	"New York Heart Association Classification - Class IV"	""
"931"	"Heart failure"	"Aurum"	"2674238014"	"G55A.11"	"Tachycardia-induced cardiomyopathy"	""
"932"	"Heart failure"	"Aurum"	"2675255018"	"G580400"	"Congestive heart failure due to valvular disease"	""
"933"	"Heart failure"	"Aurum"	"2682661000006114"	""	"Postoperative pulmonary edema"	""
"934"	"Heart failure"	"Aurum"	"2805341000006119"	""	"Pulmonary edema"	""
"935"	"Heart failure"	"Aurum"	"299796018"	"G343.00"	"Ischaemic cardiomyopathy"	""
"936"	"Heart failure"	"Aurum"	"300040013"	"G554400"	"Primary dilated cardiomyopathy"	""
"937"	"Heart failure"	"Aurum"	"300041012"	"G554z00"	"Other primary cardiomyopathy NOS"	""
"938"	"Heart failure"	"Aurum"	"300052018"	"G558.00"	"Cardiomyopathy in disease EC"	""
"939"	"Heart failure"	"Aurum"	"300055016"	"G558200"	"Dystrophic cardiomyopathy"	""
"940"	"Heart failure"	"Aurum"	"300057012"	"G558z00"	"Cardiomyopathy in diseases EC, NOS"	""
"941"	"Heart failure"	"Aurum"	"300061018"	"G55y000"	"Cardiomyopathy due to drugs and other external agents"	""
"942"	"Heart failure"	"Aurum"	"300062013"	"G55z.00"	"Cardiomyopathy NOS"	""
"943"	"Heart failure"	"Aurum"	"300179017"	"G580200"	"Decompensated cardiac failure"	""
"944"	"Heart failure"	"Aurum"	"300180019"	"G580300"	"Compensated cardiac failure"	""
"945"	"Heart failure"	"Aurum"	"300190010"	"G581000"	"Acute left ventricular failure"	""
"946"	"Heart failure"	"Aurum"	"300217019"	"G5y4z00"	"Post cardiac operation heart failure NOS"	""
"947"	"Heart failure"	"Aurum"	"300911012"	"Gyu5N00"	"[X]Other restrictive cardiomyopathy"	""
"948"	"Heart failure"	"Aurum"	"300916019"	"Gyu5T00"	"[X]Cardiomyopathy in other diseases classified elsewhere"	""
"949"	"Heart failure"	"Aurum"	"305601017"	"L09y200"	"Cardiac failure following abortive pregnancy"	""
"950"	"Heart failure"	"Aurum"	"3075321000006112"	""	"Primary familial cardiomyopathy"	""
"951"	"Heart failure"	"Aurum"	"3152691000006117"	""	"Acute pulmonary edema"	""
"952"	"Heart failure"	"Aurum"	"3152731000006113"	""	"Pulmonary edema - acute"	""
"953"	"Heart failure"	"Aurum"	"3182541000006117"	""	"Congestive cardiac failure"	""
"954"	"Heart failure"	"Aurum"	"3182551000006115"	""	"CCF - Congestive cardiac failure"	""
"955"	"Heart failure"	"Aurum"	"3182561000006118"	""	"CHF - Congestive heart failure"	""
"956"	"Heart failure"	"Aurum"	"3257341000006116"	""	"Chronic pulmonary edema"	""
"957"	"Heart failure"	"Aurum"	"34556015"	"G55y.11"	"Secondary dilated cardiomyopathy"	""
"958"	"Heart failure"	"Aurum"	"350413012"	"G554011"	"Congestive obstructive cardiomyopathy"	""
"959"	"Heart failure"	"Aurum"	"350484012"	"SP11111"	"Heart failure as a complication of care"	""
"960"	"Heart failure"	"Aurum"	"3513911000006111"	""	"Puerperal cardiomyopathy"	""
"961"	"Heart failure"	"Aurum"	"370271000006116"	"Gyu5R00"	"[X]Cardiomyopathy in metabolic diseases CE"	""
"962"	"Heart failure"	"Aurum"	"370281000006118"	"Gyu5S00"	"[X]Cardiomyopathy in nutritional diseases CE"	""
"963"	"Heart failure"	"Aurum"	"3852501000006115"	""	"Malignant hypertensive heart disease with congestive heart failure"	""
"964"	"Heart failure"	"Aurum"	"3859091000006114"	""	"Dilated cardiomyopathy secondary to alcohol"	""
"965"	"Heart failure"	"Aurum"	"3859111000006117"	""	"Dilated cardiomyopathy caused by alcohol"	""
"966"	"Heart failure"	"Aurum"	"3868311000006117"	""	"Myocardial failure"	""
"967"	"Heart failure"	"Aurum"	"3868341000006118"	""	"HF - Heart failure"	""
"968"	"Heart failure"	"Aurum"	"3868351000006116"	""	"Cardiac insufficiency"	""
"969"	"Heart failure"	"Aurum"	"3886041000006118"	""	"Left heart failure"	""
"970"	"Heart failure"	"Aurum"	"3886061000006119"	""	"Left-sided heart failure"	""
"971"	"Heart failure"	"Aurum"	"3886071000006114"	""	"LVF - Left ventricular failure"	""
"972"	"Heart failure"	"Aurum"	"395767012"	"G557z00"	"Nutritional and metabolic cardiomyopathy NOS"	""
"973"	"Heart failure"	"Aurum"	"395768019"	"G55y.00"	"Secondary cardiomyopathy NOS"	""
"974"	"Heart failure"	"Aurum"	"395772015"	"G58z.00"	"Heart failure NOS"	""
"975"	"Heart failure"	"Aurum"	"4005301000006110"	""	"Biventricular failure"	""
"976"	"Heart failure"	"Aurum"	"403107019"	"SP11100"	"Cardiac insufficiency as a complication of care"	""
"977"	"Heart failure"	"Aurum"	"4555461000006110"	""	"O/E - pulmonary edema"	""
"978"	"Heart failure"	"Aurum"	"4555471000006115"	""	"On examination - pulmonary edema"	""
"979"	"Heart failure"	"Aurum"	"4776141000006112"	""	"Ischemic cardiomyopathy"	""
"980"	"Heart failure"	"Aurum"	"4777181000006115"	""	"Secondary cardiomyopathy"	""
"981"	"Heart failure"	"Aurum"	"4777191000006117"	""	"Cardiomyopathy, secondary"	""
"982"	"Heart failure"	"Aurum"	"493287011"	"G580.11"	"Congestive cardiac failure"	""
"983"	"Heart failure"	"Aurum"	"510016018"	"G580.14"	"Biventricular failure"	""
"984"	"Heart failure"	"Aurum"	"537991000006111"	"L186500"	"Cardiomyopathy in the puerperium"	""
"985"	"Heart failure"	"Aurum"	"59588016"	"G554200"	"Familial cardiomyopathy"	""
"986"	"Heart failure"	"Aurum"	"6611081000006118"	""	"Restrictive cardiomyopathy with endomyocardial fibrosis"	""
"987"	"Heart failure"	"Aurum"	"6615851000006116"	""	"Dilated cardiomyopathy"	""
"988"	"Heart failure"	"Aurum"	"6615871000006114"	""	"CCM - Congestive cardiomyopathy"	""
"989"	"Heart failure"	"Aurum"	"6615881000006112"	""	"COCM - Congestive cardiomyopathy"	""
"990"	"Heart failure"	"Aurum"	"6615891000006110"	""	"DCM - Dilated cardiomyopathy"	""
"991"	"Heart failure"	"Aurum"	"6615901000006114"	""	"Congestive dilated cardiomyopathy"	""
"992"	"Heart failure"	"Aurum"	"6873341000006113"	""	"Restrictive cardiomyopathy"	""
"993"	"Heart failure"	"Aurum"	"6873351000006110"	""	"Constrictive cardiomyopathy"	""
"994"	"Heart failure"	"Aurum"	"6895651000006113"	""	"Emergency hospital admission for heart failure"	""
"995"	"Heart failure"	"Aurum"	"70653017"	"G580.00"	"Congestive heart failure"	""
"996"	"Heart failure"	"Aurum"	"7321121000006119"	""	"Heart failure with preserved ejection fraction"	""
"997"	"Heart failure"	"Aurum"	"741701000006114"	"G232.00"	"Hypertensive heart&renal dis wth (congestive) heart failure"	""
"998"	"Heart failure"	"Aurum"	"7499321000006117"	""	"Induced termination of pregnancy complicated by cardiac failure"	""
"999"	"Heart failure"	"Aurum"	"94251011"	"G582.00"	"Acute heart failure"	""
"1000"	"Heart failure"	"Gold"	"102955"	"G55A.00"	"Tachycardiomyopathy"	""
"1001"	"Heart failure"	"Gold"	"104529"	"G55A.11"	"Tachycardia-induced cardiomyopathy"	""
"1002"	"Heart failure"	"Gold"	"106897"	"G583.12"	"Heart failure with preserved ejection fraction"	""
"1003"	"Heart failure"	"Gold"	"111428"	"2JZ..00"	"On optimal heart failure therapy"	""
"1004"	"Heart failure"	"Gold"	"112120"	"L09y200"	"Cardiac failure following abortive pregnancy"	""
"1005"	"Heart failure"	"Gold"	"11424"	"G580300"	"Compensated cardiac failure"	""
